@relation postag

@attribute word string
@attribute tag_two_before string
@attribute tag_before string
@attribute tag string

@data
memaksakan, NOUN, CCONJ, VERB
sesuatu, CCONJ, VERB, DET
yang, VERB, DET, PRON
dianggap, DET, PRON, VERB
sebagai, PRON, VERB, ADP
hukuman, VERB, ADP, NOUN
yang, ADP, NOUN, PRON
pantas, NOUN, PRON, ADJ
xDOT, PRON, ADJ, PUNCT
Di, UNKNOWN2, UNKNOWN1, ADP
Britania, UNKNOWN1, ADP, PROPN
atau, ADP, PROPN, CCONJ
Irlandia, PROPN, CCONJ, PROPN
ia, CCONJ, PROPN, PRON
disebut, PROPN, PRON, VERB
Buku, PRON, VERB, NOUN
putih, VERB, NOUN, ADJ
karena, NOUN, ADJ, SCONJ
aslinya, ADJ, SCONJ, NOUN
dokumen, SCONJ, NOUN, NOUN
-, NOUN, NOUN, PUNCT
dokumen, NOUN, PUNCT, NOUN
yang, PUNCT, NOUN, PRON
tipis, NOUN, PRON, ADJ
ini, PRON, ADJ, DET
dijilid, ADJ, DET, VERB
dengan, DET, VERB, ADP
segera, VERB, ADP, ADJ
dalam, ADP, ADJ, ADP
sampul, ADJ, ADP, NOUN
putih, ADP, NOUN, ADJ
tanpa, NOUN, ADJ, ADP
sampul, ADJ, ADP, NOUN
resmi, ADP, NOUN, ADJ
xCOMMA, NOUN, ADJ, PUNCT
berbeda, ADJ, PUNCT, VERB
dengan, PUNCT, VERB, ADP
sampul, VERB, ADP, NOUN
biru, ADP, NOUN, ADJ
dari, NOUN, ADJ, ADP
kebanyakan, ADJ, ADP, DET
laporan, ADP, DET, NOUN
pemerintah, DET, NOUN, NOUN
xDOT, NOUN, NOUN, PUNCT
Busa, UNKNOWN2, UNKNOWN1, PROPN
bisa, UNKNOWN1, PROPN, ADV
pula, PROPN, ADV, ADV
dianggap, ADV, ADV, VERB
sebagai, ADV, VERB, ADP
sejenis, VERB, ADP, NOUN
koloid, ADP, NOUN, PROPN
xDOT, NOUN, PROPN, PUNCT
Ia, UNKNOWN2, UNKNOWN1, PRON
bermain, UNKNOWN1, PRON, VERB
sebagai, PRON, VERB, ADP
penjaga, VERB, ADP, NOUN
gawang, ADP, NOUN, NOUN
xDOT, NOUN, NOUN, PUNCT
Girls, UNKNOWN2, UNKNOWN1, PROPN
xSINGQUOT, UNKNOWN1, PROPN, PUNCT
Generation, PROPN, PUNCT, PROPN
juga, PUNCT, PROPN, ADV
menyanyikan, PROPN, ADV, VERB
lagu, ADV, VERB, NOUN
ini, VERB, NOUN, DET
diberbagai, NOUN, DET, VERB
acara, DET, VERB, NOUN
musik, VERB, NOUN, NOUN
seperti, NOUN, NOUN, ADP
Inkigayo, NOUN, ADP, PROPN
xCOMMA, ADP, PROPN, PUNCT
Show, PROPN, PUNCT, PROPN
!, PUNCT, PROPN, PUNCT
ADAKAH, UNKNOWN2, UNKNOWN1, VERB
MINYAK, UNKNOWN1, VERB, NOUN
?, VERB, NOUN, PUNCT
Ia, UNKNOWN2, UNKNOWN1, PRON
menghabiskan, UNKNOWN1, PRON, VERB
waktu, PRON, VERB, NOUN
menjabat, VERB, NOUN, VERB
sebagai, NOUN, VERB, ADP
kepala, VERB, ADP, NOUN
serikat, ADP, NOUN, NOUN
pelukis, NOUN, NOUN, NOUN
dan, NOUN, NOUN, CCONJ
presisi, NOUN, CCONJ, NOUN
luar, CCONJ, NOUN, ADJ
biasa, NOUN, ADJ, ADJ
sebagai, ADJ, ADJ, ADP
seorang, ADJ, ADP, DET
pelukis, ADP, DET, NOUN
mungkin, DET, NOUN, ADV
juga, NOUN, ADV, ADV
telah, ADV, ADV, ADV
membatasi, ADV, ADV, VERB
jumlah, ADV, VERB, NOUN
karya, VERB, NOUN, NOUN
yang, NOUN, NOUN, PRON
dapat, NOUN, PRON, ADV
dihasilkannya, PRON, ADV, VERB
xDOT, ADV, VERB, PUNCT
Oleh, UNKNOWN2, UNKNOWN1, ADP
karena, UNKNOWN1, ADP, SCONJ
ini, ADP, SCONJ, DET
xCOMMA, SCONJ, DET, PUNCT
keduanya, DET, PUNCT, NOUN
mengajak, PUNCT, NOUN, VERB
Dandy, NOUN, VERB, PROPN
untuk, VERB, PROPN, ADP
membentuk, PROPN, ADP, VERB
band, ADP, VERB, NOUN
baru, VERB, NOUN, ADJ
xCOMMA, NOUN, ADJ, PUNCT
meski, ADJ, PUNCT, SCONJ
harus, PUNCT, SCONJ, ADV
beralih, SCONJ, ADV, VERB
dari, ADV, VERB, ADP
band, VERB, ADP, NOUN
beraliran, ADP, NOUN, VERB
metal, NOUN, VERB, ADJ
ke, VERB, ADJ, ADP
pop, ADJ, ADP, NOUN
dangdut, ADP, NOUN, NOUN
melayu, NOUN, NOUN, PROPN
xDOT, NOUN, PROPN, PUNCT
Kabupaten, UNKNOWN2, UNKNOWN1, PROPN
Rembang, UNKNOWN1, PROPN, NOUN
xCOMMA, PROPN, NOUN, PUNCT
adalah, NOUN, PUNCT, AUX
sebuah, PUNCT, AUX, DET
kabupaten, AUX, DET, NOUN
di, DET, NOUN, ADP
Provinsi, NOUN, ADP, PROPN
Jawa, ADP, PROPN, PROPN
Tengah, PROPN, PROPN, PROPN
xDOT, PROPN, PROPN, PUNCT
Khusus, UNKNOWN2, UNKNOWN1, ADV
bagi, UNKNOWN1, ADV, ADP
raja, ADV, ADP, NOUN
-, ADP, NOUN, PUNCT
raja, NOUN, PUNCT, NOUN
keraton, PUNCT, NOUN, NOUN
Surakarta, NOUN, NOUN, PROPN
xCOMMA, NOUN, PROPN, PUNCT
bagi, PROPN, PUNCT, ADP
raja, PUNCT, ADP, NOUN
yang, ADP, NOUN, PRON
meninggal, NOUN, PRON, VERB
akan, PRON, VERB, ADV
dimakamkan, VERB, ADV, VERB
di, ADV, VERB, ADP
pemakaman, VERB, ADP, NOUN
hereditas, ADP, NOUN, NOUN
di, NOUN, NOUN, ADP
Makam, NOUN, ADP, PROPN
Imogiri, ADP, PROPN, PROPN
di, PROPN, PROPN, ADP
puncak, PROPN, ADP, NOUN
sebuah, ADP, NOUN, DET
bukit, NOUN, DET, NOUN
12, DET, NOUN, NUM
km, NOUN, NUM, SYM
di, NUM, SYM, ADP
sebelah, SYM, ADP, ADP
selatan, ADP, ADP, NOUN
Yogjakarta, ADP, NOUN, PROPN
Kode, NOUN, PROPN, NOUN
area, PROPN, NOUN, NOUN
untuk, NOUN, NOUN, ADP
kota, NOUN, ADP, PROPN
Solo, ADP, PROPN, PROPN
adalah, PROPN, PROPN, AUX
271, PROPN, AUX, NUM
xDOT, AUX, NUM, PUNCT
Setelah, UNKNOWN2, UNKNOWN1, ADP
itu, UNKNOWN1, ADP, DET
Rianti, ADP, DET, PROPN
bermain, DET, PROPN, VERB
dalam, PROPN, VERB, ADP
Inikah, VERB, ADP, PROPN
Rasanya, ADP, PROPN, PROPN
Cinta, PROPN, PROPN, PROPN
?, PROPN, PROPN, PUNCT
Kapal, UNKNOWN2, UNKNOWN1, NOUN
-, UNKNOWN1, NOUN, PUNCT
kapal, NOUN, PUNCT, NOUN
dalam, PUNCT, NOUN, ADP
Kesatuan, NOUN, ADP, PROPN
Perlindungan, ADP, PROPN, PROPN
yang, PROPN, PROPN, PRON
dipimpin, PROPN, PRON, VERB
Marumo, PRON, VERB, PROPN
diberangkatkan, VERB, PROPN, VERB
dari, PROPN, VERB, ADP
Irlandia, VERB, ADP, PROPN
Baru, ADP, PROPN, PROPN
pada, PROPN, PROPN, ADP
29, PROPN, ADP, NUM
April, ADP, NUM, PROPN
menuju, NUM, PROPN, VERB
Teluk, PROPN, VERB, PROPN
Thousand, VERB, PROPN, PROPN
Ships, PROPN, PROPN, PROPN
xCOMMA, PROPN, PROPN, PUNCT
Kepulauan, PROPN, PUNCT, PROPN
Santa, PUNCT, PROPN, PROPN
Isabel, PROPN, PROPN, PROPN
xCOMMA, PROPN, PROPN, PUNCT
sebelum, PROPN, PUNCT, ADV
diposkan, PUNCT, ADV, VERB
sebagai, ADV, VERB, ADP
pangkalan, VERB, ADP, NOUN
pesawat, ADP, NOUN, NOUN
amfibi, NOUN, NOUN, NOUN
pendukung, NOUN, NOUN, NOUN
invasi, NOUN, NOUN, NOUN
Tulagi, NOUN, NOUN, PROPN
pada, NOUN, PROPN, ADP
2, PROPN, ADP, NUM
Mei, ADP, NUM, PROPN
xDOT, NUM, PROPN, PUNCT
Kesatuan, PROPN, PUNCT, NOUN
invasi, PUNCT, NOUN, NOUN
di, NOUN, NOUN, ADP
bawah, NOUN, ADP, NOUN
komando, ADP, NOUN, PROPN
Shima, NOUN, PROPN, PROPN
diberangkatkan, PROPN, PROPN, VERB
dari, PROPN, VERB, ADP
Rabaul, VERB, ADP, PROPN
pada, ADP, PROPN, ADP
30, PROPN, ADP, NUM
April, ADP, NUM, PROPN
xDOT, NUM, PROPN, PUNCT
Rencananya, UNKNOWN2, UNKNOWN1, NOUN
pada, UNKNOWN1, NOUN, ADP
lahan, NOUN, ADP, NOUN
ini, ADP, NOUN, DET
akan, NOUN, DET, ADV
dibangun, DET, ADV, VERB
pusat, ADV, VERB, NOUN
hiburan, VERB, NOUN, NOUN
dan, NOUN, NOUN, CCONJ
pemukiman, NOUN, CCONJ, NOUN
xDOT, CCONJ, NOUN, PUNCT
Bahasa, UNKNOWN2, UNKNOWN1, PROPN
Arab, UNKNOWN1, PROPN, PROPN
merupakan, PROPN, PROPN, VERB
bahasa, PROPN, VERB, NOUN
Semitik, VERB, NOUN, PROPN
dan, NOUN, PROPN, CCONJ
tata, PROPN, CCONJ, NOUN
bahasanya, CCONJ, NOUN, NOUN
banyak, NOUN, NOUN, ADV
kesamaan, NOUN, ADV, VERB
dengan, ADV, VERB, ADP
tata, VERB, ADP, NOUN
bahasa, ADP, NOUN, NOUN
bahasa, NOUN, NOUN, NOUN
Semitik, NOUN, NOUN, PROPN
lain, NOUN, PROPN, ADJ
xDOT, PROPN, ADJ, PUNCT
KRI, UNKNOWN2, UNKNOWN1, PROPN
Pulau, UNKNOWN1, PROPN, PROPN
Rengat, PROPN, PROPN, PROPN
(, PROPN, PROPN, PUNCT
711, PROPN, PUNCT, NUM
), PUNCT, NUM, PUNCT
adalah, NUM, PUNCT, AUX
sebuah, PUNCT, AUX, DET
kapal, AUX, DET, NOUN
perang, DET, NOUN, NOUN
jenis, NOUN, NOUN, NOUN
pemburu, NOUN, NOUN, ADJ
ranjau, NOUN, ADJ, NOUN
laut, ADJ, NOUN, NOUN
milik, NOUN, NOUN, NOUN
Tentara, NOUN, NOUN, PROPN
Nasional, NOUN, PROPN, PROPN
Indonesia, PROPN, PROPN, PROPN
Angkatan, PROPN, PROPN, NOUN
Laut, PROPN, NOUN, PROPN
xDOT, NOUN, PROPN, PUNCT
Kapal, PROPN, PUNCT, PROPN
ini, PUNCT, PROPN, DET
merupakan, PROPN, DET, VERB
yang, DET, VERB, PRON
pertama, VERB, PRON, NUM
dalam, PRON, NUM, ADP
kelasnya, NUM, ADP, ADJ
sehingga, ADP, ADJ, SCONJ
kapal, ADJ, SCONJ, NOUN
sejenis, SCONJ, NOUN, NOUN
ini, NOUN, NOUN, DET
disebut, NOUN, DET, VERB
kapal, DET, VERB, NOUN
kelas, VERB, NOUN, NOUN
Pulau, NOUN, NOUN, PROPN
Rengat, NOUN, PROPN, PROPN
xDOT, PROPN, PROPN, PUNCT
Atau, UNKNOWN2, UNKNOWN1, CCONJ
xCOMMA, UNKNOWN1, CCONJ, PUNCT
apa, CCONJ, PUNCT, ADV
Engkau, PUNCT, ADV, PROPN
sudah, ADV, PROPN, ADV
membuang, PROPN, ADV, VERB
kami, ADV, VERB, PRON
sama, VERB, PRON, ADV
sekali, PRON, ADV, ADV
?, ADV, ADV, PUNCT
Tamangapa, UNKNOWN2, UNKNOWN1, PROPN
adalah, UNKNOWN1, PROPN, AUX
salah, PROPN, AUX, DET
satu, AUX, DET, DET
kelurahan, DET, DET, NOUN
di, DET, NOUN, ADP
Kecamatan, NOUN, ADP, PROPN
Manggala, ADP, PROPN, PROPN
xCOMMA, PROPN, PROPN, PUNCT
Kota, PROPN, PUNCT, PROPN
Makassar, PUNCT, PROPN, PROPN
xCOMMA, PROPN, PROPN, PUNCT
Sulawesi, PROPN, PUNCT, PROPN
Selatan, PUNCT, PROPN, PROPN
xCOMMA, PROPN, PROPN, PUNCT
Indonesia, PROPN, PUNCT, PROPN
xDOT, PUNCT, PROPN, PUNCT
Ketinggiannya, UNKNOWN2, UNKNOWN1, NOUN
71, UNKNOWN1, NOUN, NUM
m, NOUN, NUM, SYM
dari, NUM, SYM, ADP
permukaan, SYM, ADP, NOUN
laut, ADP, NOUN, NOUN
xDOT, NOUN, NOUN, PUNCT
Belloumi, UNKNOWN2, UNKNOWN1, PROPN
saat, UNKNOWN1, PROPN, NOUN
ini, PROPN, NOUN, DET
menjabat, NOUN, DET, VERB
sebagai, DET, VERB, ADP
Wakil, VERB, ADP, PROPN
Ketua, ADP, PROPN, PROPN
MC, PROPN, PROPN, PROPN
Oran, PROPN, PROPN, PROPN
xDOT, PROPN, PROPN, PUNCT
Di, UNKNOWN2, UNKNOWN1, ADP
lain, UNKNOWN1, ADP, ADJ
pihak, ADP, ADJ, NOUN
xCOMMA, ADJ, NOUN, PUNCT
Jepang, NOUN, PUNCT, PROPN
memiliki, PUNCT, PROPN, VERB
industri, PROPN, VERB, NOUN
penerbangan, VERB, NOUN, NOUN
kuat, NOUN, NOUN, ADJ
yang, NOUN, ADJ, PRON
dapat, ADJ, PRON, ADV
merancang, PRON, ADV, VERB
xCOMMA, ADV, VERB, PUNCT
memproduksi, VERB, PUNCT, VERB
xCOMMA, PUNCT, VERB, PUNCT
dan, VERB, PUNCT, CCONJ
mengembangkan, PUNCT, CCONJ, VERB
teknologi, CCONJ, VERB, NOUN
pesawat, VERB, NOUN, NOUN
terbangnya, NOUN, NOUN, NOUN
sendiri, NOUN, NOUN, ADJ
dan, NOUN, ADJ, CCONJ
secara, ADJ, CCONJ, ADP
efisien, CCONJ, ADP, ADJ
mengirimkannya, ADP, ADJ, VERB
ke, ADJ, VERB, ADP
medan, VERB, ADP, NOUN
perang, ADP, NOUN, NOUN
xDOT, NOUN, NOUN, PUNCT
Ternyata, UNKNOWN2, UNKNOWN1, ADV
kemudian, UNKNOWN1, ADV, ADV
Iwan, ADV, ADV, NOUN
sendiri, ADV, NOUN, PRON
mencintai, NOUN, PRON, VERB
Lisa, PRON, VERB, PROPN
xCOMMA, VERB, PROPN, PUNCT
hingga, PROPN, PUNCT, SCONJ
Lisa, PUNCT, SCONJ, PROPN
merasa, SCONJ, PROPN, VERB
tak, PROPN, VERB, ADV
bertepuk, VERB, ADV, VERB
tangan, ADV, VERB, NOUN
sebelah, VERB, NOUN, ADP
tangan, NOUN, ADP, NOUN
xCOMMA, ADP, NOUN, PUNCT
tapi, NOUN, PUNCT, SCONJ
permasalahan, PUNCT, SCONJ, NOUN
kembali, SCONJ, NOUN, ADV
muncul, NOUN, ADV, VERB
ketika, ADV, VERB, SCONJ
Lisa, VERB, SCONJ, PROPN
tahu, SCONJ, PROPN, VERB
betapa, PROPN, VERB, ADV
Sukma, VERB, ADV, PROPN
juga, ADV, PROPN, ADV
sangat, PROPN, ADV, ADV
mencintai, ADV, ADV, VERB
Iwan, ADV, VERB, PROPN
xDOT, VERB, PROPN, PUNCT
Sauatu, PROPN, PUNCT, DET
hari, PUNCT, DET, NOUN
pulang, DET, NOUN, VERB
kerja, NOUN, VERB, NOUN
xCOMMA, VERB, NOUN, PUNCT
Iwan, NOUN, PUNCT, PROPN
dan, PUNCT, PROPN, CCONJ
Sukma, PROPN, CCONJ, PROPN
kecelakaan, CCONJ, PROPN, VERB
xDOT, PROPN, VERB, PUNCT
Film, UNKNOWN2, UNKNOWN1, NOUN
lain, UNKNOWN1, NOUN, ADJ
yang, NOUN, ADJ, PRON
menerima, ADJ, PRON, VERB
penghargaan, PRON, VERB, NOUN
istimewa, VERB, NOUN, ADJ
pada, NOUN, ADJ, ADP
tahun, ADJ, ADP, NOUN
itu, ADP, NOUN, DET
adalah, NOUN, DET, AUX
The, DET, AUX, PROPN
Jazz, AUX, PROPN, PROPN
Singer, PROPN, PROPN, PROPN
xDOT, PROPN, PROPN, PUNCT
Gerakan, UNKNOWN2, UNKNOWN1, PROPN
Pembaharuan, UNKNOWN1, PROPN, PROPN
memiliki, PROPN, PROPN, VERB
anggota, PROPN, VERB, NOUN
yang, VERB, NOUN, PRON
tersebar, NOUN, PRON, VERB
di, PRON, VERB, ADP
lebihd, VERB, ADP, NOUN
dari, ADP, NOUN, ADP
100, NOUN, ADP, NUM
negara, ADP, NUM, NOUN
xDOT, NUM, NOUN, PUNCT
Terminal, UNKNOWN2, UNKNOWN1, PROPN
memiliki, UNKNOWN1, PROPN, VERB
ruang, PROPN, VERB, NOUN
untuk, VERB, NOUN, ADP
pengembangan, NOUN, ADP, NOUN
untuk, ADP, NOUN, ADP
dua, NOUN, ADP, NUM
jalur, ADP, NUM, NOUN
jet, NUM, NOUN, NOUN
tambahandan, NOUN, NOUN, NOUN
kepasitas, NOUN, NOUN, NOUN
6, NOUN, NOUN, NUM
juta, NOUN, NUM, NUM
penumpang, NUM, NUM, NOUN
tiap, NUM, NOUN, DET
tahun, NOUN, DET, NOUN
sebelum, DET, NOUN, ADP
bangunan, NOUN, ADP, NOUN
membutuhkan, ADP, NOUN, VERB
perluasan, NOUN, VERB, NOUN
xDOT, VERB, NOUN, PUNCT
Yang, UNKNOWN2, UNKNOWN1, PRON
terdekat, UNKNOWN1, PRON, ADJ
Beerenberg, PRON, ADJ, PROPN
gunung, ADJ, PROPN, NOUN
berapi, PROPN, NOUN, ADJ
dapat, NOUN, ADJ, ADV
menyebabkan, ADJ, ADV, VERB
angin, ADV, VERB, NOUN
Kármán, VERB, NOUN, PROPN
xCOMMA, NOUN, PROPN, PUNCT
yang, PROPN, PUNCT, PRON
menciptakan, PUNCT, PRON, VERB
kondisi, PRON, VERB, NOUN
pendaratan, VERB, NOUN, NOUN
sulit, NOUN, NOUN, ADJ
xDOT, NOUN, ADJ, PUNCT
Pada, UNKNOWN2, UNKNOWN1, ADP
24, UNKNOWN1, ADP, NUM
April, ADP, NUM, PROPN
2012, NUM, PROPN, NUM
xCOMMA, PROPN, NUM, PUNCT
setelah, NUM, PUNCT, SCONJ
masuk, PUNCT, SCONJ, VERB
sebagai, SCONJ, VERB, ADP
pemain, VERB, ADP, NOUN
pengganti, ADP, NOUN, NOUN
menggantikan, NOUN, NOUN, VERB
Didier, NOUN, VERB, PROPN
Drogba, VERB, PROPN, PROPN
xCOMMA, PROPN, PROPN, PUNCT
Torres, PROPN, PUNCT, NOUN
mencetak, PUNCT, NOUN, VERB
sebuah, NOUN, VERB, DET
gol, VERB, DET, NOUN
pada, DET, NOUN, ADP
menit, NOUN, ADP, NOUN
terakhir, ADP, NOUN, ADJ
pada, NOUN, ADJ, ADP
pertandingan, ADJ, ADP, NOUN
menghadapi, ADP, NOUN, VERB
Barcelona, NOUN, VERB, PROPN
di, VERB, PROPN, ADP
putaran, PROPN, ADP, NOUN
kedua, ADP, NOUN, NUM
semifinal, NOUN, NUM, NOUN
Liga, NUM, NOUN, PROPN
Champions, NOUN, PROPN, PROPN
UEFA, PROPN, PROPN, PROPN
xDOT, PROPN, PROPN, PUNCT
Gol, PROPN, PUNCT, PROPN
tersebut, PUNCT, PROPN, DET
membuat, PROPN, DET, VERB
pertandingan, DET, VERB, NOUN
berakhir, VERB, NOUN, VERB
dengan, NOUN, VERB, ADP
skor, VERB, ADP, NOUN
imbang, ADP, NOUN, ADJ
2, NOUN, ADJ, NUM
–, ADJ, NUM, PUNCT
2, NUM, PUNCT, NUM
sekaligus, PUNCT, NUM, CCONJ
meloloskan, NUM, CCONJ, VERB
Chelsea, CCONJ, VERB, PROPN
ke, VERB, PROPN, ADP
babak, PROPN, ADP, NOUN
final, ADP, NOUN, NOUN
dengan, NOUN, NOUN, ADP
skor, NOUN, ADP, NOUN
aggregat, ADP, NOUN, ADJ
3, NOUN, ADJ, NUM
–, ADJ, NUM, PUNCT
2, NUM, PUNCT, NUM
xDOT, PUNCT, NUM, PUNCT
Tika, UNKNOWN2, UNKNOWN1, PROPN
membeli, UNKNOWN1, PROPN, VERB
makanan, PROPN, VERB, NOUN
di, VERB, NOUN, ADP
warung, NOUN, ADP, NOUN
Mpok, ADP, NOUN, PROPN
Yati, NOUN, PROPN, PROPN
xCOMMA, PROPN, PROPN, PUNCT
mereka, PROPN, PUNCT, PRON
membicarakan, PUNCT, PRON, VERB
Bunga, PRON, VERB, NOUN
xDOT, VERB, NOUN, PUNCT
Meskipun, UNKNOWN2, UNKNOWN1, SCONJ
gagal, UNKNOWN1, SCONJ, ADJ
xCOMMA, SCONJ, ADJ, PUNCT
patut, ADJ, PUNCT, ADV
dicatat, PUNCT, ADV, VERB
pula, ADV, VERB, ADV
bahwa, VERB, ADV, SCONJ
Fairbanks, ADV, SCONJ, PROPN
adalah, SCONJ, PROPN, AUX
mantan, PROPN, AUX, NOUN
Wakil, AUX, NOUN, PROPN
Presiden, NOUN, PROPN, PROPN
kedua, PROPN, PROPN, NUM
yang, PROPN, NUM, PRON
dinominasikan, NUM, PRON, VERB
dalam, PRON, VERB, ADP
posisi, VERB, ADP, NOUN
sama, ADP, NOUN, ADJ
(, NOUN, ADJ, PUNCT
Orang, ADJ, PUNCT, NOUN
lainnya, PUNCT, NOUN, ADJ
ialah, NOUN, ADJ, AUX
Adlai, ADJ, AUX, PROPN
Stevenson, AUX, PROPN, PROPN
pada, PROPN, PROPN, ADP
tahun, PROPN, ADP, NOUN
1900, ADP, NOUN, NUM
), NOUN, NUM, PUNCT
xDOT, NUM, PUNCT, PUNCT
Walaupun, UNKNOWN2, UNKNOWN1, SCONJ
fenomena, UNKNOWN1, SCONJ, NOUN
awan, SCONJ, NOUN, NOUN
ini, NOUN, NOUN, DET
biasa, NOUN, DET, ADV
terjadi, DET, ADV, VERB
setiap, ADV, VERB, DET
tahun, VERB, DET, NOUN
di, DET, NOUN, ADP
teluk, NOUN, ADP, PROPN
Carpentaria, ADP, PROPN, PROPN
xCOMMA, PROPN, PROPN, PUNCT
para, PROPN, PUNCT, DET
ilmuwan, PUNCT, DET, NOUN
masih, DET, NOUN, ADV
belum, NOUN, ADV, ADV
mengetahui, ADV, ADV, VERB
secara, ADV, VERB, ADP
pasti, VERB, ADP, ADJ
bagaimana, ADP, ADJ, ADP
awan, ADJ, ADP, NOUN
indah, ADP, NOUN, ADJ
ini, NOUN, ADJ, DET
bisa, ADJ, DET, ADV
terbentuk, DET, ADV, VERB
xDOT, ADV, VERB, PUNCT
Karena, UNKNOWN2, UNKNOWN1, SCONJ
Hj, UNKNOWN1, SCONJ, PROPN
Sariani, SCONJ, PROPN, PROPN
berprinsip, PROPN, PROPN, VERB
bahwa, PROPN, VERB, SCONJ
wafatnya, VERB, SCONJ, NOUN
suami, SCONJ, NOUN, VERB
bukanlah, NOUN, VERB, PART
berarti, VERB, PART, VERB
terhentinya, PART, VERB, NOUN
perjuangan, VERB, NOUN, NOUN
dalam, NOUN, NOUN, ADP
menegakkan, NOUN, ADP, VERB
agama, ADP, VERB, NOUN
Islam, VERB, NOUN, PROPN
xCOMMA, NOUN, PROPN, PUNCT
maka, PROPN, PUNCT, SCONJ
pada, PUNCT, SCONJ, ADP
tahun, SCONJ, ADP, NOUN
1976, ADP, NOUN, NUM
pula, NOUN, NUM, ADV
sang, NUM, ADV, DET
istri, ADV, DET, NOUN
dengan, DET, NOUN, ADP
dibantu, NOUN, ADP, VERB
oleh, ADP, VERB, ADP
putera, VERB, ADP, NOUN
-, ADP, NOUN, PUNCT
puterinya, NOUN, PUNCT, NOUN
mendirikan, PUNCT, NOUN, VERB
Yayasan, NOUN, VERB, PROPN
Pendidikan, VERB, PROPN, PROPN
Islam, PROPN, PROPN, PROPN
Al, PROPN, PROPN, PROPN
-, PROPN, PROPN, PUNCT
Ma, PROPN, PUNCT, PROPN
xSINGQUOT, PUNCT, PROPN, PUNCT
ruf, PROPN, PUNCT, NOUN
di, PUNCT, NOUN, ADP
Cibubur, NOUN, ADP, PROPN
xDOT, ADP, PROPN, PUNCT
Electropop, UNKNOWN2, UNKNOWN1, PROPN
(, UNKNOWN1, PROPN, PUNCT
atau, PROPN, PUNCT, CCONJ
sering, PUNCT, CCONJ, ADV
dikenal, CCONJ, ADV, VERB
technopop, ADV, VERB, NOUN
xCOMMA, VERB, NOUN, PUNCT
juga, NOUN, PUNCT, CCONJ
Synthpop, PUNCT, CCONJ, PROPN
), CCONJ, PROPN, PUNCT
adalah, PROPN, PUNCT, AUX
bentuk, PUNCT, AUX, NOUN
dari, AUX, NOUN, ADP
musik, NOUN, ADP, NOUN
elektronik, ADP, NOUN, PROPN
populer, NOUN, PROPN, PROPN
yang, PROPN, PROPN, PRON
menggunakan, PROPN, PRON, VERB
synthesizer, PRON, VERB, NOUN
sebagai, VERB, NOUN, ADP
instrumen, NOUN, ADP, NOUN
musikal, ADP, NOUN, NOUN
dominannya, NOUN, NOUN, NOUN
xCOMMA, NOUN, NOUN, PUNCT
yang, NOUN, PUNCT, PRON
mana, PUNCT, PRON, ADV
berjalan, PRON, ADV, VERB
lancar, ADV, VERB, ADV
pada, VERB, ADV, ADP
tahun, ADV, ADP, NOUN
1978, ADP, NOUN, NUM
sampai, NOUN, NUM, ADP
1981, NUM, ADP, NUM
xDOT, ADP, NUM, PUNCT
Bagaimanakah, UNKNOWN2, UNKNOWN1, NOUN
dengan, UNKNOWN1, NOUN, ADP
umur, NOUN, ADP, NOUN
kita, ADP, NOUN, PRON
?, NOUN, PRON, PUNCT
Sama, UNKNOWN2, UNKNOWN1, ADJ
dengan, UNKNOWN1, ADJ, ADP
SD, ADJ, ADP, PROPN
pada, ADP, PROPN, ADP
umumnya, PROPN, ADP, NOUN
di, ADP, NOUN, ADP
Indonesia, NOUN, ADP, PROPN
masa, ADP, PROPN, NOUN
pendidikan, PROPN, NOUN, NOUN
sekolah, NOUN, NOUN, NOUN
di, NOUN, NOUN, ADP
SD, NOUN, ADP, PROPN
Negeri, ADP, PROPN, PROPN
3, PROPN, PROPN, PROPN
Jekulo, PROPN, PROPN, PROPN
ditempuh, PROPN, PROPN, VERB
dalam, PROPN, VERB, ADP
waktu, VERB, ADP, NOUN
enam, ADP, NOUN, NUM
tahun, NOUN, NUM, NOUN
pelajaran, NUM, NOUN, NOUN
xCOMMA, NOUN, NOUN, PUNCT
mulai, NOUN, PUNCT, VERB
dari, PUNCT, VERB, ADP
Kelas, VERB, ADP, PROPN
I, ADP, PROPN, PROPN
sampai, PROPN, PROPN, ADP
Kelas, PROPN, ADP, PROPN
VI, ADP, PROPN, NUM
xDOT, PROPN, NUM, PUNCT
Fibrinase, UNKNOWN2, UNKNOWN1, PROPN
mempunyai, UNKNOWN1, PROPN, VERB
waktu, PROPN, VERB, NOUN
paruh, VERB, NOUN, NOUN
berkisar, NOUN, NOUN, VERB
antara, NOUN, VERB, ADP
9, VERB, ADP, NUM
-, ADP, NUM, PUNCT
14, NUM, PUNCT, NUM
hari, PUNCT, NUM, NOUN
xDOT, NUM, NOUN, PUNCT
Banyak, UNKNOWN2, UNKNOWN1, DET
bahasa, UNKNOWN1, DET, NOUN
lain, DET, NOUN, ADJ
menggunakan, NOUN, ADJ, VERB
nada, ADJ, VERB, NOUN
untuk, VERB, NOUN, ADP
menyampaikan, NOUN, ADP, VERB
struktur, ADP, VERB, NOUN
tatabahasa, VERB, NOUN, VERB
atau, NOUN, VERB, CCONJ
penekanan, VERB, CCONJ, NOUN
(, CCONJ, NOUN, PUNCT
lihat, NOUN, PUNCT, VERB
fonologi, PUNCT, VERB, NOUN
